scenario_id,location,timezone,weather_year,random_seed,pv_capacity_kwp,wind_capacity_kw,annual_load_kwh,peak_load_kw,reliability_target_load_served,round_trip_efficiency,usable_soc_window_fraction,feasible,optimal_n_modules,optimal_capacity_kwh,reference_lpsp,reference_annualized_cost,infeasibility_reason,mechanistic_optimization_runtime_seconds,annual_pv_kwh,annual_wind_kwh,annual_renewable_kwh
10,jinan,Asia/Shanghai,2023,4200136,10.681362194015815,6.800957215512835,38894.37402385801,11.928158453770811,0.9914514460113024,0.9250940297593027,0.7304624205426337,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (18839 kWh) is less than annual load (38894 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",0.990134209000189,13722.168228943126,5116.646174685657,18838.814403628785
11,jinan,Asia/Shanghai,2023,4200137,30.88961125233208,13.923125511480613,25240.8490438593,9.522681337218149,0.99567254333807,0.9125631349498051,0.7175299838632202,True,11.0,168.95999999999998,0.004036418493862061,12034.601142389953,,1.0324829959999988,39683.36944595212,10474.95295595881,50158.32240191093
12,jinan,Asia/Shanghai,2023,4200138,13.54017706361546,24.23795329099029,46343.22762830428,15.495607007161244,0.9923928296531357,0.9672258739612951,0.8557501807931589,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (35630 kWh) is less than annual load (46343 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",0.9848420719999922,17394.840109504235,18235.231756152647,35630.07186565688
13,jinan,Asia/Shanghai,2023,4200139,31.50670567476987,13.987230042875773,20889.662473806362,6.445864432302489,0.9981234215688946,0.921019866085025,0.7404726729590461,True,11.0,168.95999999999998,0.0015142301268134095,12034.601142389953,,0.9919069099998978,40476.14037947387,10523.181491288351,50999.32187076222
14,jinan,Asia/Shanghai,2023,4200140,19.178698724519577,16.58439137883792,17070.91131756927,17.849214261385633,0.9968266757685169,0.9447516660355842,0.7864186079550207,True,8.0,122.88,0.0027181851322054754,8752.43719446542,,1.0015229569999065,24638.555039123778,12477.135205977345,37115.69024510113
15,jinan,Asia/Shanghai,2023,4200141,19.89583636998356,7.890483777320938,14136.118708902066,13.81466858266568,0.9915353367168319,0.9632608106539118,0.816212227940079,True,4.0,61.44,0.006832281419294546,4376.21859723271,,1.0030243520000113,25559.849836137415,5936.342834734927,31496.19267087234
16,jinan,Asia/Shanghai,2023,4200142,20.406094136045112,16.818309829628333,10912.1548411879,19.37838819862168,0.9943407309324861,0.9504461704525258,0.7165459999844876,True,3.0,46.08,0.002277212633412139,3282.1639479245327,,0.9839216039999883,26215.36949541309,12653.121895570848,38868.49139098394
17,jinan,Asia/Shanghai,2023,4200143,24.59974992514481,14.814139887090418,47513.058198999315,13.57592078564113,0.9942614046095126,0.9040278096782705,0.7663137994685104,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (42748 kWh) is less than annual load (47513 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",0.9978080160001355,31602.88928802411,11145.300548523406,42748.18983654752
18,jinan,Asia/Shanghai,2023,4200144,25.620172074146133,13.778229206100933,10864.483195213217,17.394378862915367,0.9980654469465579,0.892622418009875,0.8108072287078099,True,3.0,46.08,0.0009839643699324663,3282.1639479245327,,1.0464878519999274,32913.80863883319,10365.941370801953,43279.75000963514
19,jinan,Asia/Shanghai,2023,4200145,13.257272234063306,18.444801860796233,21249.351353560334,14.891339520378526,0.996542951528582,0.9491782742725892,0.7215481891911792,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9941840610001691,17031.396983676143,13876.800264028927,30908.19724770507
20,jinan,Asia/Shanghai,2023,4200146,37.480355354128235,9.604279817897616,11496.50224704719,13.32278704087225,0.9933383005547619,0.9546810768819172,0.8616502944128603,True,2.0,30.72,0.002333809579373182,2188.109298616355,,1.007089251999787,48150.38869649581,7225.703681647247,55376.092378143054
21,jinan,Asia/Shanghai,2023,4200147,19.51416678468146,24.0579879013949,21636.713525604744,12.725856938475719,0.9923036858151084,0.9642439213044067,0.7329215635164036,True,9.0,138.24,0.007320384680039695,9846.491843773598,,1.0086049319997983,25069.525272448285,18099.836223866587,43169.36149631487
22,jinan,Asia/Shanghai,2023,4200148,11.34731858176987,13.701941200060759,49695.022562233484,18.37515899382371,0.9967374721751125,0.9601713241790673,0.8786893279395727,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (24886 kWh) is less than annual load (49695 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",1.0084450780000225,14577.71131604302,10308.546695036384,24886.258011079404
23,jinan,Asia/Shanghai,2023,4200149,25.56575081159347,11.31858103661586,40880.49728443952,14.924918947516415,0.9933629195598633,0.8885020001255364,0.8493579222698052,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",1.003765444999999,32843.894548624965,8515.444595324241,41359.339143949204
24,jinan,Asia/Shanghai,2023,4200150,17.87381547768594,23.736263010675586,19638.823000227392,6.841368986172291,0.9974800140491241,0.8937955884962044,0.7358536616315478,True,16.0,245.76,0.002297425009256645,17504.87438893084,,0.9839054860001397,22962.193250529777,17857.78905620535,40819.982306735124
25,jinan,Asia/Shanghai,2023,4200151,27.981483745625304,22.49124081674929,17857.386628582928,9.654855093501421,0.9969966435441706,0.967464378345487,0.8001482372404685,True,5.0,76.8,0.0027423881732338844,5470.273246540887,,0.9977258059998348,35947.34644126416,16921.106491665592,52868.45293292975
26,jinan,Asia/Shanghai,2023,4200152,14.316925076537522,5.2787257541640304,19186.24119995421,6.977333266797816,0.9960989280625158,0.8909649254165678,0.8012659863241266,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9904118430001745,18392.71535343008,3971.407418304332,22364.122771734415
27,jinan,Asia/Shanghai,2023,4200153,30.827873069286593,16.62233218441805,17991.026066402304,17.061867892733943,0.9964386641665423,0.9465085603523987,0.7262115503114626,True,6.0,92.16,0.0022541588878331196,6564.3278958490655,,0.9971032179998929,39604.05542977036,12505.67966987917,52109.73509964952
28,jinan,Asia/Shanghai,2023,4200154,13.712614109510337,23.551251020130152,25903.127752997625,9.514230376714096,0.9943972564081638,0.9396577791487224,0.891124651409394,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9741562760000306,17616.367112305168,17718.596753754748,35334.963866059916
29,jinan,Asia/Shanghai,2023,4200155,18.593386806461652,23.496168586240543,10994.379655450253,13.32797063490237,0.9957057760051298,0.8895307663375678,0.7280679194127825,True,3.0,46.08,0.0023952333906034837,3282.1639479245327,,0.9949843570000212,23886.614559987513,17677.155921865557,41563.77048185307
30,jinan,Asia/Shanghai,2023,4200156,22.573429579489115,24.324638242863635,33841.70212937491,18.995348324003167,0.9972392482405167,0.9220643441399762,0.8569526898504375,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9853206509999382,28999.709266247904,18300.44849158422,47300.15775783212
31,jinan,Asia/Shanghai,2023,4200157,10.535103519309633,7.182879935314698,43177.14459530945,16.952256324877425,0.9920937666776979,0.9277692631539148,0.8212031641400022,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (18938 kWh) is less than annual load (43177 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",1.0225455319998673,13534.272143892764,5403.982701203181,18938.254845095944
32,jinan,Asia/Shanghai,2023,4200158,36.032168613280334,17.062143146774513,26502.862770947213,10.612760651107742,0.9938329387773616,0.9386737923021977,0.873498126350465,True,8.0,122.88,0.004969883813931557,8752.43719446542,,0.9726854870000352,46289.927294300025,12836.567956162311,59126.495250462336
33,jinan,Asia/Shanghai,2023,4200159,23.616906462288995,9.956791259027163,19466.494519903245,16.190214203651696,0.9973491188708152,0.8894750271868712,0.7133117713910356,True,13.0,199.68,0.0025265371626003934,14222.710441006306,,0.9961368829999628,30340.24664984259,7490.912866124144,37831.159515966734
34,jinan,Asia/Shanghai,2023,4200160,18.541602470138066,8.072267903841173,14619.602546614198,5.317220245046601,0.9904985586824784,0.8957177323842267,0.7106763865254351,True,5.0,76.8,0.008156465793229727,5470.273246540887,,0.9730413940001199,23820.088085016512,6073.106679309149,29893.19476432566
35,jinan,Asia/Shanghai,2023,4200161,27.734314483329136,18.61429053599013,25745.218273281127,9.769866454280741,0.9945407361332,0.9587504448011147,0.8702263253644412,True,10.0,153.6,0.004889154063471021,10940.546493081774,,0.9951019039999665,35629.81220390332,14004.313723399806,49634.125927303125
36,jinan,Asia/Shanghai,2023,4200162,11.304251860383758,8.629968191930482,19469.79484417584,8.740813637483178,0.995141093865685,0.9174636183132873,0.7098508239855188,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9831455779999487,14522.384215885297,6492.688063994874,21015.072279880173
37,jinan,Asia/Shanghai,2023,4200163,21.20842415378715,15.475058974352745,14066.87611614864,17.501878306828395,0.9904676567981859,0.9632357682116256,0.7198226283159751,True,4.0,61.44,0.00544588360425099,4376.21859723271,,0.9909873120000157,27246.109515141594,11642.537777409943,38888.64729255154
38,jinan,Asia/Shanghai,2023,4200164,35.30724854793259,23.053062878552343,49182.827223463704,17.030388204103904,0.997015297866942,0.9378234948395993,0.8557992709156258,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9907981799999561,45358.63455199312,17343.788860085966,62702.423412079086
39,jinan,Asia/Shanghai,2023,4200165,14.036566252394412,15.721360718952745,30568.91480761658,17.863582161838366,0.9941651942903417,0.9146580546490318,0.827912654247422,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (29860 kWh) is less than annual load (30569 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",1.0028365409998514,18032.543038375006,11827.840939801765,29860.38397817677
40,jinan,Asia/Shanghai,2023,4200166,17.993899525025384,7.795368219079137,29115.09096094983,11.253340528923275,0.9920931294647598,0.9130760629103615,0.7732784899652495,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (28981 kWh) is less than annual load (29115 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",0.9776732180000636,23116.463227455322,5864.783399524702,28981.246626980024
41,jinan,Asia/Shanghai,2023,4200167,19.850836150140665,15.708695796600063,43942.419550944986,14.788810108401531,0.9972395264515237,0.9279450048459166,0.8265835258535241,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (37320 kWh) is less than annual load (43942 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",1.0039624380001442,25502.038802693613,11818.312586004637,37320.35138869825
42,jinan,Asia/Shanghai,2023,4200168,18.644668425473853,19.697863246205817,18096.183725028735,15.421971932277474,0.997746471614933,0.8918892553571389,0.8228759481083839,True,12.0,184.32,0.0016959016590641631,13128.655791698131,,0.9734644259999641,23952.49520239586,14819.53105046555,38772.02625286141
43,jinan,Asia/Shanghai,2023,4200169,12.852872446898038,19.51431256542854,13379.72875294081,19.039097340509393,0.9912366713703402,0.9662992221318172,0.8601768352170194,True,4.0,61.44,0.006234684833250768,4376.21859723271,,0.9898843080000006,16511.871307977257,14681.438152819059,31193.309460796314
44,jinan,Asia/Shanghai,2023,4200170,27.810460133990624,20.652482092590937,41804.59355932343,19.190405942259954,0.9922804501845527,0.9331068305822479,0.7190098395128802,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9785508300001311,35727.63525393196,15537.730961721862,51265.36621565383
45,jinan,Asia/Shanghai,2023,4200171,28.48497100072364,8.425826081855776,32598.024458897675,13.586457710507746,0.994193866376831,0.927036859796181,0.8527846780013176,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9861507509999683,36594.16813779449,6339.103367972457,42933.27150576695
46,jinan,Asia/Shanghai,2023,4200172,33.977341495362,14.843064311508583,33983.73766090449,18.96854353535153,0.9910776022965101,0.89053932093101,0.7175418023821536,True,19.0,291.84,0.008732358175906117,20787.038336855374,,0.9803102950002085,43650.1250966677,11167.061609630598,54817.1867062983
47,jinan,Asia/Shanghai,2023,4200173,29.735898551215836,13.37216601580759,40972.85664567373,15.068471199628888,0.9930027398249541,0.9608529892625381,0.8525064294141305,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9942310339999949,38201.213941342896,10060.442952938663,48261.65689428156
48,jinan,Asia/Shanghai,2023,4200174,18.11604822730527,12.28384035544108,22577.599208170515,7.364174729374994,0.9913300503528797,0.964251471703817,0.7875808074397507,True,16.0,245.76,0.008151042108192027,17504.87438893084,,0.9800932040000134,23273.385632218524,9241.64978155615,32515.035413774676
49,jinan,Asia/Shanghai,2023,4200175,21.499594683322293,19.59371417354756,32119.722610115998,19.042099802576935,0.9970227134451846,0.9231432607712087,0.7752718946961652,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9787904570000592,27620.171448162662,14741.175322392686,42361.34677055535
50,jinan,Asia/Shanghai,2023,4200176,27.64773999907662,18.721927302108977,10492.107435544114,11.8147694276262,0.9974285956007669,0.9065823122809681,0.7917096163597102,True,2.0,30.72,0.0018904387937916003,2188.109298616355,,0.9819735730000048,35518.59140493888,14085.293389962231,49603.88479490111
51,jinan,Asia/Shanghai,2023,4200177,23.269423812036795,11.038547828849833,46737.67582062217,16.71941053147274,0.9909952956989649,0.9697331192053815,0.8758400048615491,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (38199 kWh) is less than annual load (46738 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",1.0133246550001331,29893.841472601143,8304.763834381833,38198.60530698298
52,jinan,Asia/Shanghai,2023,4200178,18.51725313592117,21.737931593218764,14256.781274855315,19.986570957113578,0.9959911626249588,0.9385112514002917,0.7180881453968265,True,5.0,76.8,0.002819194744886413,5470.273246540887,,0.9827284049999889,23788.806900620926,16354.360277156105,40143.16717777703
53,jinan,Asia/Shanghai,2023,4200179,36.91100196689876,5.5799900640893885,19633.122321645882,7.145328127499525,0.99699091146623,0.8978383804491608,0.882127645426177,True,7.0,107.52,0.00241285758407988,7658.382545157243,,0.9826779110001098,47418.949876299404,4198.061230422552,51617.011106721955
54,jinan,Asia/Shanghai,2023,4200180,29.688071179824703,5.723254209893924,10217.193365148018,5.774868755215984,0.9954533265988296,0.9521333629773474,0.7477105641254777,True,2.0,30.72,0.0039276740358444966,2188.109298616355,,0.9796313770000324,38139.77091336047,4305.84487327923,42445.615786639704
55,jinan,Asia/Shanghai,2023,4200181,35.48226528769219,6.144638803065208,42038.55414566705,18.91693145258421,0.9969489755919394,0.9428308705580773,0.8675960437310766,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9825594709998313,45583.47564456536,4622.870226975525,50206.345871540885
56,jinan,Asia/Shanghai,2023,4200182,11.204538986411993,9.035642214381108,14996.947172225722,12.567964852894798,0.9967066931549596,0.9367010660118759,0.870226219952387,True,18.0,276.48,0.002876952777060997,19692.983687547196,,0.9766607770000064,14394.28474632527,6797.893694520932,21192.1784408462
57,jinan,Asia/Shanghai,2023,4200183,14.656389773232727,19.692421838703233,17721.659634756164,9.061381269767004,0.9963891422755318,0.9682184306408813,0.8223087211954139,True,13.0,199.68,0.0030848840808192506,14222.710441006306,,0.9848858110001402,18828.819999188512,14815.437250725203,33644.25724991372
58,jinan,Asia/Shanghai,2023,4200184,11.635009449738869,17.326179398550657,11694.022063206683,18.26218567050226,0.9963862045659055,0.8955815061780253,0.7183442011648395,True,6.0,92.16,0.0025742555421615567,6564.3278958490655,,0.9707993009999427,14947.302985765913,13035.213534250524,27982.516520016437
59,jinan,Asia/Shanghai,2023,4200185,15.50599686640957,24.60054359108385,28342.425698339594,16.76121422512112,0.99572767507897,0.9315171834962773,0.7290260509330099,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9910792480000055,19920.296090843523,18508.023690164533,38428.31978100806
60,jinan,Asia/Shanghai,2023,4200186,38.38073360674285,11.026852650294359,33120.68863230169,15.496639168835992,0.9958430983972077,0.9646534968725966,0.7296877979840115,True,20.0,307.2,0.004069053727709155,21881.09298616355,,0.9797156979998363,49307.089651640046,8295.96505963265,57603.05471127269
61,jinan,Asia/Shanghai,2023,4200187,22.837096410440502,17.219750940732567,35385.16469673052,11.177163448783553,0.9936790479848583,0.8995865674027266,0.8176612496818016,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9839759680000952,29338.437655472855,12955.142928846555,42293.58058431941
62,jinan,Asia/Shanghai,2023,4200188,19.511227339517134,5.721196685547274,26736.001766274414,12.111990126352556,0.9920303358138379,0.9315212139809904,0.8131543800863842,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9948790809999082,25065.749016170106,4304.296911169779,29370.045927339885
63,jinan,Asia/Shanghai,2023,4200189,31.06006543331114,17.9589696440242,36097.32226084126,9.743212277360646,0.9970868899978735,0.9294229945239711,0.786283639035978,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9911599190002107,39902.34909519871,13511.288252305703,53413.63734750442
64,jinan,Asia/Shanghai,2023,4200190,28.780374428231713,12.213146689005086,30509.56978427033,16.050585327233303,0.9979776259805133,0.9628951477565673,0.8007265850366199,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Battery-range inadequacy: annual renewable production is sufficient overall, but no module count within the tested range (0..n_max) achieved the reliability target. Consider increasing candidate_module_counts.max and re-running.",0.9886383969999315,36973.66800438858,9188.463962783586,46162.131967172165
65,jinan,Asia/Shanghai,2023,4200191,25.608253442217073,20.997408215276728,22578.027669768053,17.560735435176028,0.9944472748186568,0.8904271051901742,0.7144118294145887,True,9.0,138.24,0.005283123693905884,9846.491843773598,,0.9806783850001466,32898.49697076888,15797.233392080308,48695.730362849186
66,jinan,Asia/Shanghai,2023,4200192,35.25979633118389,6.111358338137558,21224.457445346237,10.011950607523186,0.9915569500067244,0.908250403282179,0.8485385133450172,True,6.0,92.16,0.006596377051820716,6564.3278958490655,,1.0048489109999537,45297.67347893573,4597.831933369531,49895.50541230526
67,jinan,Asia/Shanghai,2023,4200193,20.947580832347576,24.168583618019447,49818.578903345486,16.581573370318786,0.9927986535892869,0.9418898544249483,0.8410812730968025,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (45094 kWh) is less than annual load (49819 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",1.0054181000000426,26911.008441591683,18183.04203335365,45094.05047494533
68,jinan,Asia/Shanghai,2023,4200194,21.635250854909494,17.81777269172319,10429.10579902705,8.135864879033623,0.9947257947267053,0.8947376173832466,0.7331813735753067,True,2.0,30.72,0.005205299958966964,2188.109298616355,,0.973979092000036,27794.44667392524,13405.059846071896,41199.506519997136
69,jinan,Asia/Shanghai,2023,4200195,35.08912871650713,24.78266005367211,32238.777121137937,17.5860459632257,0.9989128949789364,0.8927436299711897,0.7896491226508702,True,26.0,399.36,0.0009079601606181374,28445.42088201261,,0.9871825980001177,45078.41963497012,18645.03756514143,63723.45720011155
70,jinan,Asia/Shanghai,2023,4200196,21.777181475257596,6.6009856729237,40213.20691178978,11.506685409838894,0.9942239424077136,0.8935605676431916,0.7361853304461736,False,,,,,"No feasible battery size was found within the tested range for the selected fixed PV and wind capacities. Renewable-generation inadequacy: annual PV+wind production (32943 kWh) is less than annual load (40213 kWh). No finite battery can close this gap -- storage shifts energy in time, it does not create it. Increasing PV/wind capacity (a scenario input, not a battery decision variable in this optimization) would be required.",0.9980987540000115,27976.782579578357,4966.199172004795,32942.98175158315
71,jinan,Asia/Shanghai,2023,4200197,37.213108664686445,5.892981779485577,19314.09139774825,9.380889954717926,0.9944117778816143,0.9327800655713316,0.7986579951701334,True,6.0,92.16,0.0033187719369922866,6564.3278958490655,,0.9829848869999296,47807.06132265178,4433.538062953905,52240.59938560569
